,AIRCRAFT,Turbulence_Category
8711,SR22 CIRRUS,U
8712,GLF8,U
8713,S200,U
8714,E56,U
8715,B726,U
8716,P28U,U
8717,FALCON 200,U
8718,2239,U
8719,3A20,U
8720,XB2A,U
8721,KDDI,U
8722,CRJ9 - B763,U
8723,MULTIPLE?,U
8724,MD83 B737 ,U
8725,B637,U
8726,DC-10,U
8727,AT-43,U
8728,DCT6,U
8729,B738 CRJ9,U
8730,E170-,U
8731,LEG12,U
8732,CL34,U
8733,C85A,U
8734,G380,U
8735,PA 18,U
8736,SR22 & PA32,U
8737,A712,U
8738,PETR,U
8739,A320-B737,U
8740,E456,U
8741,ATR45,U
8742,LG40,U
8743,PH46T,U
8744,A3888,U
8745,P25B,U
8746,C730,U
8747,PA52,U
8748,SR66,U
8749,M010,U
8750,BW30,U
8751,B674,U
8752,CHIN,U
8753,SEVERAL AC,U
8754,C563,U
8755,C-550,U
8756,1932,U
8757,SA02,U
8758,ACAR,U
8759,CRJ23,U
8760,P40T,U
8761,BE955,U
8762,DHB8D,U
8763,13734,U
8764,GL8,U
8765,CL6B,U
8766,ESTAR HELO,U
8767,BT-13B,U
8768,DCH8A,U
8769,B716,U
8770,ALL SMALLS,U
8771,AT2P,U
8772,BC35,U
8773,DH-08,U
8774,E65,U
8775,H-BLCF,U
8776,AO320,U
8777,F22THY,U
8778,E17Q,U
8779,B7I7,U
8780,DE35,U
8781,MB83,U
8782,RV14,U
8783,E7170,U
8784,CL605,U
8785,MOGO,U
8786,A320 A32,U
8787,Z750,U
8788,BEE40,U
8789,DH-83,U
8790,PA-22,U
8791,CRJ&B737,U
8792,DHC-8,U
8793,E50P OVC,U
8794,E75L,U
8795,NUMR5,U
8796,BLEX,U
8797,E75S,U
8798,E75,U
8799,E25L,U
8800,MAUL7,U
8801,B36E,U
8802,BB,U
8803,E755,U
8804,C25S,U
8805,ZENITH,U
8806,CS 207,U
8807,CS 150,U
8808,NUMOROUS,U
8809,EA80,U
8810,B77WW,U
8811,E70S,U
8812,ATY3,U
8813,L139,U
8814,E75E,U
8815,HBA2,U
8816,CS208,U
8817,EA55,U
8818,LAK4,U
8819,B75S,U
8820,DC1,U
8821,E750,U
8822,BKN004,U
8823,E75X,U
8824,E75P,U
8825,CL.30,U
8826,GLF5L,U
8827,CH6A,U
8828,E175L,U
8829,ARCTIC TERN,U
8830,AP12,U
8831,GLCF5,U
8832,CRJ2?,U
8833,E756,U
8834,A381,U
8835,CRJ67,U
8836,P77W,U
8837,E74L,U
8838,KH8D,U
8839,BARC,U
8840,C13J,U
8841,B388,U
8842,OVC008,U
8843,X,U
8844,SEV AC,U
8845,E17L,U
8846,B77F,U
8847,CG56X,U
8848,AUS3,U
8849,BEUO,U
8850,B737-3X,U
8851,F18H,U
8852,E145 B777,U
8853,PL8A,U
8854,ZZZ,U
8855,CB37,U
8856,B148,U
8857,NYUM,U
8858,HB789,U
8859,B752 CRJ2,U
8860,FA010,U
8861,G1150,U
8862,F18S,U
8863,C68A,U
8864,F2TG,U
8865,PRM1 & A319,U
8866,P20,U
8867,L8G,U
8868,HA320,U
8869,ST50,U
8870,J531,U
8871,E15L,U
8872,CRJ90,U
8873,ACL60,U
8874,NMD8,U
8875,SB30,U
8876,EB739,U
8877,SW42,U
8878,VB739,U
8879,A3880,U
8880,H676,U
8881,LJ445,U
8882,HEAVY B763,U
8883,AE9T,U
8884,Y12,U
8885,BE 99,U
8886,E75C,U
8887,B737 H25,U
8888,TEXN2,U
8889,FTH2H,U
8890,B7643,U
8891,N746,U
8892,B737 & CRJ9,U
8893,A358,U
8894,H-25,U
8895,ART45,U
8896,CL38,U
8897,H4AT,U
8898,C525B,U
8899,E1435,U
8900,A319X,U
8901,CLF6,U
8902,B77Q,U
8903,AE50,U
8904,EPP5,U
8905,BEW0,U
8906,B-206,U
8907,LR30,U
8908,NRM5,U
8909,A47A,U
8910,CRJ+,U
8911,TBM880,U
8912,DA62,U
8913,FJ90,U
8914,737L,U
8915,E7SL,U
8916,DH8X,U
8917,C-56X,U
8918,BE75L,U
8919,N762,U
8920,E1745,U
8921,B7437,U
8922,B44,U
8923,HEAVY MD11,U
8924,CL305,U
8925,B73L,U
8926,PA-28,U
8927,E145 & A319,U
8928,B244,U
8929,C680-,U
8930,DC10 HEAVY,U
8931,E213,U
8932,C25M,U
8933,SA32,U
8934,E75J,U
8935,B7142,U
8936,E755S,U
8937,CLDO,U
8938,C 208,U
8939,MU20T3,U
8940,EJ7,U
8941,B 206,U
8942,035 OVC 046,U
8943,AIR23,U
8944,B700,U
8945,BL739,U
8946,AA5W,U
8947,CRJ 2,U
8948,C1A2,U
8949,GLEX BE35,U
8950,XV22,U
8951,CARRS,U
8952,M350,U
8953,EH5,U
8954,D28,U
8955,DHY8D,U
8956,XE170,U
8957,C35B,U
8958,E758L,U
8959,77,U
8960,C75L,U
8961,E145L,U
8962,B133,U
8963,BK-117,U
8964,BE-35,U
8965,BE-58,U
8966,TBME,U
8967,73X,U
8968,P3R,U
8969,D2TH,U
8970,B74A,U
8971,B7378 A320,U
8972,PA44-,U
8973,E15S,U
8974,S22L,U
8975,375L,U
8976,P200,U
8977,B2190,U
8978,MDP3,U
8979,SB80,U
8980,DM90,U
8981,CW3,U
8982,H130,U
8983,E76L,U
8984,T2TH,U
8985,BG737,U
8986,73F,U
8987,SN4,U
8988,SA11,U
8989,MC12,U
8990,C07,U
8991,E75A,U
8992,E75R,U
8993,CFJ9,U
8994,EP05,U
8995,B035 OVC T1,U
8996,BE366,U
8997,GLFE,U
8998,NMRS HVY AC,U
8999,JL40,U
9000,BE75S,U
9001,SW40,U
9002,F2TA,U
9003,L159,U
9004,698,U
9005,EI45,U
9006,E7S,U
9007,E5L,U
9008,1CRJ9,U
9009,HB7653,U
9010,PAY0,U
9011,ALLAIRCRAFT,U
9012,058,U
9013,TBM6,U
9014,EMB190,U
9015,HVY MD11,U
9016,LS41,U
9017,4RR,U
9018,-20,U
9019,CL330,U
9020,KIDA,U
9021,E7SS,U
9022,BH737,U
9023,DHI8,U
9024,B7350,U
9025,SR-20,U
9026,MULTI TURBO,U
9027,M20 & C680,U
9028,SMALL,U
9029,GLT,U
9030,A319*,U
9031,HVY B767,U
9032,CJRJ9,U
9033,NRMS ARCFT,U
9034,E57L,U
9035,GLFST,U
9036,E45K,U
9037,M090,U
9038,HB787,U
9039,B7L,U
9040,CYQQ,U
9041,A388 SUPER,U
9042,E73L,U
9043,G752,U
9044,M500,U
9045,E`45,U
9046,A3419,U
9047,A319I,U
9048,HVY LRG JET,U
9049,G75S,U
9050,H-B2,U
9051,854,U
9052,P48T,U
9053,A3221,U
9054,MISC,U
9055,425,U
9056,0514,U
9057,G3EX,U
9058,C-402,U
9059,B737 C25A,U
9060,M08 080-095 DURC MFR,U
9061,M05,U
9062,36B,U
9063,TOP 330,U
9064,SW6,U
9065,E74S,U
9066,GL4T,U
9067,B280,U
9068,C5C,U
9069,E745L,U
9070,NUMERUS,U
9071,PC12A,U
9072,CL606,U
9073,FA,U
9074,NMRS LRG AC,U
9075,B767 H,U
9076,A220,U
9077, D80,U
9078,GTL5,U
9079,CRJ2 B763,U
9080,MLTPLE ACFT,U
9081,B737 H25B,U
9082,PC12J,U
9083,LF40,U
9084,BA320,U
9085,CR77,U
9086,B850,U
9087,BASE022-TOP,U
9088,TBM-7,U
9089,CRJK2,U
9090,DH8   BE20,U
9091,B3777,U
9092,MULT JET,U
9093,AS304,U
9094,TBM-9,U
9095,MULTP A,U
9096,E73S,U
9097,F25H,U
9098,CL5C,U
9099,KOD1,U
9100,E78S,U
9101,A383,U
9102,A206,U
9103,E5S,U
9104,LIGHT SPORT ATEX,U
9105,N787,U
9106,2058,U
9107,BE62,U
9108,ALL TYP,U
9109,DRJ1,U
9110,DH84,U
9111,PVC12,U
9112,E550P,U
9113,D75L,U
9114,UAL1597,U
9115,C 680,U
9116,B639,U
9117,`B739,U
9118,NB717,U
9119,DASH-8,U
9120,CBBA,U
9121,V739,U
9122,C-650,U
9123,B77R,U
9124,C512,U
9125,15AB,U
9126,FA8X,U
9127,T06T,U
9128,F75,U
9129,FL35,U
9130,E575,U
9131,B788H,U
9132,MOD CHOP,U
9133,B35A,U
9134,C435,U
9135,C50P,U
9136,C656X,U
9137,E74,U
9138,0202,U
9139,AS 350,U
9140,DSHD,U
9141,BN737,U
9142,B7363,U
9143,E38,U
9144,B737&E75L,U
9145,MDB0,U
9146,E76S,U
9147,SKYLANE,U
9148,BE55-,U
9149,A620,U
9150,ABV LYRS,U
9151,TRM7,U
9152,DU20,U
9153,SB 20,U
9154,R33,U
9155,PC1`2,U
9156,B737 C650,U
9157,BU62,U
9158,FE75L,U
9159,E79L,U
9160,EP55,U
9161,H K35R,U
9162,LJ77,U
9163,CL32,U
9164,E75DS,U
9165,G175,U
9166,F737,U
9167,B7852,U
9168,B1900D,U
9169,C35C,U
9170,B39T,U
9171,C53,U
9172,B777 B738,U
9173,B73H,U
9174,MU20P,U
9175,CRHJ2,U
9176,TBM78,U
9177,UPF,U
9178,048,U
9179,ATR72-300,U
9180,PH8D,U
9181,C02,U
9182,CFJ7,U
9183,E135L,U
9184,A75L,U
9185,C12 SMOOTH SCT LYR ABV,U
9186,AT745,U
9187,FALC,U
9188,S1-B,U
9189,B757C,U
9190,MLTP A,U
9191,OA42,U
9192,MD-83,U
9193,SW-4,U
9194,ASA737,U
9195,946T,U
9196,DH8CB,U
9197,E190X,U
9198,X525,U
9199,GLF5S,U
9200,PA-32,U
9201,LEGD,U
9202,V185,U
9203,PREM1,U
9204,J230-SP,U
9205,QA319,U
9206,E0170,U
9207,MULP,U
9208,B738-,U
9209,E175S,U
9210,A320 & B737,U
9211,CRJ 7,U
9212,HAJT,U
9213,035SCT,U
9214,CR9L,U
9215,B7725,U
9216,E559,U
9217,B7533,U
9218,C174,U
9219,737+A319,U
9220,E758,U
9221,HAL333,U
9222,P32E,U
9223,LEX,U
9224,E4,U
9225,MLTPL A,U
9226,A321 B727,U
9227,CLG0,U
9228,HB774,U
9229,E-3,U
9230,MU2E,U
9231,TP B737,U
9232,C802,U
9233,B77B,U
9234,HH25B,U
9235,G739,U
9236,H-A343,U
9237,CRJ30,U
9238,E76,U
9239,GLASAIR,U
9240,B7532,U
9241,B206 HELO,U
9242,R66 HELO,U
9243,789,U
9244,MO-20,U
9245,KC-135,U
9246,E25S,U
9247,10,U
9248,SE22,U
9249,C26X,U
9250,TOBAGO,U
9251,CL350,U
9252,E30P,U
9253,CNCE,U
9254,HVY DC10,U
9255,E34L,U
9256,B787-9,U
9257,FL332,U
9258,GFL6,U
9259,C5X,U
9260,N7374,U
9261,E145 CRJ2,U
9262,B7577,U
9263,H77W,U
9264,PH32,U
9265,TTX,U
9266,C270,U
9267,DC8D,U
9268,TE75,U
9269,SLF6,U
9270,C5255,U
9271,T240,U
9272,B-350,U
9273,EPC12,U
9274,B35L,U
9275,CRJ 900,U
9276,MU,U
9277,E75KL,U
9278,NMSR,U
9279,CL60 MD82,U
9280,ATR277,U
9281,CL36,U
9282,ERJ7,U
9283,URJ9,U
9284,LJ909,U
9285,LJ356,U
9286,C827,U
9287,0206,U
9288,NULTI,U
9289,C554,U
9290,E55P GLF4,U
9291,BLANK,U
9292,`DH8D,U
9293,AR43,U
9294,G595,U
9295,TUCA,U
9296,PA82,U
9297,B75W,U
9298,STL,U
9299,P219,U
9300,A360H,U
9301,B7763,U
9302,CRJ9 E75,U
9303,E245X,U
9304,T54,U
9305,BR58,U
9306,HKC35,U
9307,MA7,U
9308,CS170,U
9309,AA57,U
9310,LSPT,U
9311,P281A,U
9312,L35R,U
9313,HAL332,U
9314,B178,U
9315,E54S,U
9316,TB12,U
9317,FA-50,U
9318,MI8,U
9319,MD-500,U
9320,B7353,U
9321,NUMREROUS,U
9322,C68R,U
9323,B346,U
9324,GDUK,U
9325,B-757,U
9326,B7378,U
9327,DH8IMC,U
9328,2210,U
9329,B182,U
9330,LJ95,U
9331,E145 & B752,U
9332,E75T,U
9333,MD`1,U
9334,GIF3,U
9335,AAL,U
9336,BELL 206,U
9337,56XC,U
9338,A2321,U
9339,A-109,U
9340,AGLX,U
9341,SF34A,U
9342,E55D,U
9343,RV25,U
9344,E751,U
9345,BKN035-SCT,U
9346,OVC040 TOP,U
9347,B877,U
9348,V777,U
9349,150-100,U
9350,E75 B757,U
9351,G480,U
9352,E745,U
9353,TOP 033 OVC,U
9354,B938,U
9355,H025,U
9356,N20T,U
9357,SW22,U
9358,H788,U
9359,SMALL A,U
9360,VRJ7,U
9361,375,U
9362,A307,U
9363,`A32,U
9364,AC320,U
9365,C54X,U
9366,V712,U
9367,PGLD,U
9368,CS150,U
9369,Q321,U
9370,HELOCOPTER,U
9371,PZ8R,U
9372,PRI1,U
9373,E85L,U
9374,CULT,U
9375,C4RJ,U
9376,P24M,U
9377,CRJS2,U
9378,MG83,U
9379,SY95,U
9380,COL41A,U
9381,HXB3,U
9382,BE1,U
9383,CA7T,U
9384,SK70,U
9385,GA5C,U
9386,737`,U
9387,G5T,U
9388,B7112,U
9389,MULTIPLE ACFT,U
9390,E1458,U
9391,AC1,U
9392,BL3L,U
9393,AH6,U
9394,GOLDEN,U
9395,E175R,U
9396,CERJ7,U
9397,C69A,U
9398,GC1B(SWIFT),U
9399,MILTI,U
9400,B7389,U
9401,M320,U
9402,ND90,U
9403,GTWN,U
9404,MC11,U
9405,MD22,U
9406,E1890,U
9407,600,U
9408,E55A,U
9409,CTJ2,U
9410,BUM,U
9411,VE18,U
9412,GV,U
9413,MD836,U
9414,C35M,U
9415,E75W,U
9416,CRR,U
9417,C735,U
9418,359,U
9419,GYRO,U
9420,B767 A321,U
9421,E753,U
9422,D25B,U
9423,BN752,U
9424,NUMRS A,U
9425,B757L,U
9426,TDM9,U
9427,A3333,U
9428,KDO100,U
9429,TOS,U
9430,F359,U
9431,A2319,U
9432,005 OVC,U
9433,E757,U
9434,PA 32,U
9435,C-680,U
9436,P250,U
9437,A320 B739,U
9438,E15C,U
9439,OVC018,U
9440,L13S,U
9441,CS180,U
9442,C25V,U
9443,B723,U
9444,ME30,U
9445,A690,U
9446,A3.19,U
9447,MUTLIPLE,U
9448,VL30,U
9449,`B747,U
9450,0C208,U
9451,E17S,U
9452,KJ45,U
9453,B747-800,U
9454,B7376,U
9455,ALOL,U
9456,375S,U
9457,A3621,U
9458,BT38,U
9459,MG90,U
9460,`B737,U
9461,E75Z,U
9462,SJ36,U
9463,FLCN,U
9464,C682,U
9465,K36R,U
9466,E75L CRJ9,U
9467,SRR1,U
9468,GL6,U
9469,AA321,U
9470,A333H,U
9471,N789,U
9472,E80P,U
9473,LEGACY2,U
9474,SR222,U
9475,F18 SMOOTH RIDE,U
9476,E65P,U
9477,BKN016,U
9478,S-1B2,U
9479,FBA2C1,U
9480,L10,U
9481,H B772,U
9482,BE3J,U
9483,ST60,U
9484,B7582,U
9485,JMD88,U
9486,2330,U
9487,LJ135,U
9488,0525,U
9489,DW8,U
9490,FYU,U
9491,BKN070,U
9492,VB717,U
9493,CS 206,U
9494,B7339,U
9495,P280,U
9496,B7520,U
9497,E85S,U
9498,A3198,U
9499,B632,U
9500,PZ32,U
9501,BA319,U
9502,C680A,U
9503,E35R,U
9504,G202,U
9505,G75L,U
9506,E1475,U
9507,PA70,U
9508,B77U,U
9509,EGRT,U
9510,G20,U
9511,B38M,U
9512,A32-,U
9513,QA320,U
9514,75,U
9515,E7JS,U
9516,B7B8,U
9517,CRJ89,U
9518,B7473,U
9519,A351,U
9520,B757 CRJ9,U
9521,B737 E175,U
9522,RJ-7,U
9523,G4PE,U
9524,TA319,U
9525,VT13,U
9526,C60A,U
9527,EXTRA,U
9528,C68B,U
9529,GLF4E,U
9530,SR30,U
9531,HAT4,U
9532,BE-36,U
9533,SWA737,U
9534,G25C,U
9535,B779,U
9536,CD10,U
9537,LP1,U
9538,E3190,U
9539,A1319,U
9540,F75L,U
9541,SW4E,U
9542,TP 737,U
9543,E1`70,U
9544,B380,U
9545,MULTJETS,U
9546,E25,U
9547,TXN2,U
9548,DC10 HVY,U
9549,C259,U
9550,A 321,U
9551,B7E33,U
9552,A3211,U
9553,E17O,U
9554,H25BY,U
9555,ER30,U
9556,SVR,U
9557,HS215,U
9558,75E,U
9559,E157,U
9560,FA7Z,U
9561,E60P,U
9562,B78X,U
9563,1713,U
9564,C82S,U
9565,AT46,U
9566,PA27  TBM9,U
9567,PS12,U
9568,RV-8,U
9569,009OVC,U
9570,C-525,U
9571,MD90`,U
9572,E135 + C560,U
9573,PHENOM,U
9574,MDD90,U
9575,1900,U
9576,VLA,U
9577,SLG2,U
9578,(V402)???,U
9579,V744,U
9580,A3109,U
9581,E75F,U
9582,B6738,U
9583,E75L & B738,U
9584,A140,U
9585,E75L & B737,U
9586,025 SCT,U
9587,FA04,U
9588,TOPS 160,U
9589,PC23,U
9590,510,U
9591,5731,U
9592,WARRIOR,U
9593,R175,U
9594,X56Z,U
9595,MD9O0,U
9596,H252B,U
9597,CS185,U
9598,DMD90,U
9599,235,U
9600,C58X,U
9601,C65A,U
9602,CJRY,U
9603,E7,U
9604,E19OL,U
9605,BE0L,U
9606,B 77L,U
9607,B58T,U
9608, MD88,U
9609,L245,U
9610,B737 MULTI,U
9611,AC500,U
9612,KIDO,U
9613,B8,U
9614,F680,U
9615,H-B767,U
9616,B77W`,U
9617,CH65,U
9618,P06,U
9619,HA5T,U
9620,B77A,U
9621,3175,U
9622,B739 -TWO,U
9623,C870,U
9624,SLG4,U
9625,SLG7,U
9626,CA5L,U
9627,B389,U
9628,H325B,U
9629,CF560,U
9630,2012,U
9631,C626,U
9632,MC90,U
9633,C4141,U
9634,AIRPLANE,U
9635,HA3T,U
9636,H\B767,U
9637,LG55,U
9638,445,U
9639,E50A,U
9640,HVY A306,U
9641,C68L,U
9642,HA31,U
9643,GF6,U
9644,C25G,U
9645,B7477,U
9646,G744,U
9647,MRJ9,U
9648,F2TW,U
9649,N763,U
9650,R75,U
9651,B7222,U
9652,H23,U
9653,MUTPL,U
9654,B73M,U
9655,73,U
9656,E175 DURD,U
9657,P28S,U
9658,HVY B777,U
9659,PA32T,U
9660,NUEROUS AC,U
9661,B737 CL370,U
9662,DHC9,U
9663,A221,U
9664,CDL35,U
9665,CVRJ7,U
9666,B7392,U
9667,C68Z,U
9668,575S,U
9669,P321,U
9670,25M,U
9671,A3633,U
9672,TOPS 180,U
9673,HT72,U
9674,CDRJ2,U
9675,B757 E75,U
9676,A306-H,U
9677,BE33 PA46,U
9678,B4347,U
9679,E765S,U
9680,1649,U
9681,B739 (ALL),U
9682,T43P,U
9683,CD,U
9684,B738M,U
9685,BCS3,U
9686,GLT5T,U
9687,A354,U
9688,GC1A,U
9689,GE55,U
9690,C58A,U
9691,A360 A320,U
9692,B7132,U
9693,SH39,U
9694,PD46,U
9695,SF374,U
9696,ED40,U
9697,6LF4,U
9698,NMBRS,U
9699,C25A...,U
9700,C26B,U
9701,B7.7,U
9702,BELL 420,U
9703,C75S,U
9704,MD29,U
9705,1831,U
9706,TC06,U
9707,G75,U
9708,BC560,U
9709,LH45,U
9710,E37S,U
9711,BMD80,U
9712,E775,U
9713,2015,U
9714,CRJ91L,U
9715,E1750,U
9716,CKJ,U
9717,LF900,U
9718,DC-6,U
9719,CL33,U
9720,LJ-55,U
9721,MQ9,U
9722,C25N,U
9723,PC4,U
9724,SPACE-X,U
9725,LH75,U
9726,D8C,U
9727,KA27,U
9728,BE250,U
9729,MO3P,U
9730,TBM 8,U
9731,B78M,U
9732,H280,U
9733,DE9L,U
9734,B73 7,U
9735,ASA1920,U
9736,E78L,U
9737,B7368,U
9738,34Y,U
9739,F9020,U
9740,CR9J,U
9741,FE145,U
9742,E170L,U
9743,RVIO,U
9744,010,U
9745,AA-53,U
9746,C758,U
9747,N712,U
9748,DH8S,U
9749,H B767,U
9750,V208,U
9751,HA359,U
9752,V75L,U
9753,E715,U
9754,E190H,U
9755,A21N,U
9756,A789,U
9757,B763-H,U
9758,B7385,U
9759,CS-172,U
9760,PA2U,U
9761,GL6X,U
9762,VB737,U
9763,B737 & NMRS,U
9764,B737 & A319,U
9765,H B77W,U
9766,J326,U
9767,E56X,U
9768,EA50P,U
9769,CRJU7,U
9770,H28,U
9771,5225,U
9772,CYS,U
9773,HS330,U
9774,E765L,U
9775,ASB3,U
9776,E95L,U
9777,E75.,U
9778,LRJ6,U
9779,B50,U
9780,B63,U
9781,AA320,U
9782,GLOF4,U
9783,A3280,U
9784,XEJ2,U
9785,PX12,U
9786,E775L,U
9787,B737 B028 T,U
9788,GLJ5,U
9789,C720,U
9790,38M,U
9791,OVC083,U
9792,LSTP,U
9793,GEX,U
9794,B737 & LJ45,U
9795,F7TH,U
9796,B53,U
9797,B7M8,U
9798,B7023,U
9799,H A306,U
9800,DC901,U
9801,FAX7X,U
9802,H 763,U
9803,NMBS,U
9804,E75XS,U
9805,L68,U
9806,DHC-6,U
9807,LG45,U
9808,C565L,U
9809,TA330,U
9810,CRJ2X,U
9811,EA28,U
9812,C500  BE58,U
9813,MTLP JETS,U
9814,3B737,U
9815,C63A,U
9816,ESS,U
9817,BE 58,U
9818,CL5,U
9819,MD88Z,U
9820,ME9L,U
9821,OVC170,U
9822,SRSS,U
9823,75L,U
9824,0B763,U
9825,1230,U
9826,268,U
9827,E375,U
9828,MD11H,U
9829,GA6C,U
9830,`SF34,U
9831,G85D,U
9832,SA319,U
9833,B7478,U
9834,DC37,U
9835,EV55,U
9836,0535,U
9837,C;30,U
9838,F86F,U
9839,PA330,U
9840,E37L,U
9841,CRHJ7,U
9842,H425B,U
9843,UNB737DEFIN,U
9844,DH8C C680,U
9845,C560L,U
9846,BB789,U
9847,C6+X,U
9848,F600,U
9849,U15,U
9850,FA5C,U
9851,E75LS,U
9852,MO29P,U
9853,1740,U
9854,0116,U
9855,WCAT,U
9856,MD901,U
9857,SA3,U
9858,MULPT,U
9859,B786,U
9860,C6820,U
9861,GL7T,U
9862,E1535,U
9863,C2101A,U
9864,A175,U
9865,E19O,U
9866,E1415,U
9867,MLTPLE JETS,U
9868,CJD1,U
9869,CRJJ2,U
9870,E7JL,U
9871,E 110,U
9872,A320 B737 B,U
9873,TEXN,U
9874,GYRO COPTER,U
9875,3203,U
9876,CL160,U
9877,LGT-MOD CHO,U
9878,A43,U
9879,A47X,U
9880,E275,U
9881,HAUL,U
9882,512,U
9883,L590,U
9884,C68X,U
9885,RC135,U
9886,SL5T,U
9887,C36X,U
9888,HVY B747,U
9889,GLF54,U
9890,HDJ7,U
9891,BE358,U
9892,MD820,U
9893,LJ57,U
9894,FL350,U
9895,DC1`0,U
9896,CCRJ7,U
9897,B3850,U
9898,CLT3,U
9899,TOP260,U
9900,E250,U
9901,3E75L,U
9902,ALL TPES,U
9903,G5G,U
9904,PA285,U
9905,TBEE,U
9906,A333 HEAVY,U
9907,BE95L,U
9908,1066,U
9909,RS20,U
9910,SB22,U
9911,B7388888,U
9912,BKN022,U
9913,7B737,U
9914,J25B,U
9915,BC135,U
9916,CRJ9+,U
9917,TOP160,U
9918,C452,U
9919,C172RG,U
9920,GKLF5,U
9921,MD801,U
9922,0C12,U
9923,SSR22,U
9924,B739-A321,U
9925,F2TM,U
9926,M20Y,U
9927,DV4,U
9928,BBE35,U
9929,UNK5,U
9930,A988,U
9931,HVY A320,U
9932,GLF4 & B737,U
9933,BE52,U
9934,TB-20,U
9935,C102,U
9936,BE98,U
9937,PC15,U
9938,AE145,U
9939,E553,U
9940,B350 & AC90,U
9941,GLF 3,U
9942,D258,U
9943,DH5D,U
9944,SB92,U
9945,SRR,U
9946,A519,U
9947,B7638,U
9948,1632,U
9949,`H25B,U
9950,H77L,U
9951,ET75S,U
9952,SF55,U
9953,C562,U
9954,TOP390,U
9955,`SW4,U
9956,HXPA,U
9957,CENT,U
9958,074,U
9959,MD23,U
9960,7854,U
9961,CRJ9 B763,U
9962,FLTH,U
9963,TRVI,U
9964,HB78X,U
9965,C568,U
9966,E13S,U
9967,H359,U
9968,AE20,U
9969,NB75,U
9970,MD7,U
9971,G;F5,U
9972,R289,U
9973,H25P,U
9974,ZA320,U
9975,B737 & B757,U
9976,AQ321,U
9977,E73,U
9978,A421,U
9979,AERK,U
9980,B37M,U
9981,MULI,U
9982,`E170,U
9983,HOJT,U
9984,CL130,U
9985,738W,U
9986,B737N,U
9987,E170VMC,U
9988,E55[,U
9989,B505,U
9990,A788,U
9991,B7347,U
9992,GL51,U
9993,1600,U
9994,B 739,U
9995,`CRJ9,U
9996,4A4T,U
9997,C480,U
9998,PC30,U
9999,B7537,U
10000,B189,U
10001,E7L,U
10002,GLF 5,U
10003,B738MK,U
10004,B39M,U
10005,E75WS,U
10006,B303,U
10007,GLF4C,U
10008,;J45,U
10009,GLF58,U
10010,B73Y,U
10011,A45,U
10012,7,U
10013,T090 OVC B0,U
10014,S39,U
10015,VOLI,U
10016,SH36A,U
10017,A306B,U
10018,LJ88,U
10019,MULTIPLE JE,U
10020,H\MD11,U
10021,25C,U
10022,H400,U
10023,CRJO,U
10024,ARCTIC TURN,U
10025,MJLTI,U
10026,B394,U
10027,CRJ9K,U
10028,B83M,U
10029,MB738,U
10030,G\LF5,U
10031,D787,U
10032,CRU2,U
10033,S56X,U
10034,AAS,U
10035,A22T,U
10036,SF38,U
10037,A70,U
10038,2220,U
10039,C560B752,U
10040,CH75,U
10041,TP A,U
10042,B76222,U
10043,A3200,U
10044,T900,U
10045,GLF6C,U
10046,C560 C208,U
10047,E1365,U
10048,P45C,U
10049,ALLL,U
10050,B737CRJ7,U
10051,NUMERIOUS,U
10052,B7438,U
10053,FL755,U
10054,CRJ\7,U
10055,C68P,U
10056,E174,U
10057,SL30,U
10058,DA43,U
10059,TP340,U
10060,PIPER CUB,U
10061,PAY5,U
10062,WB737,U
10063,SR2T,U
10064,A32D,U
10065,1620,U
10066,LG75,U
10067,C55P,U
10068,F550,U
10069,BE356,U
10070,M22T,U
10071,GFLF4,U
10072,B788943,U
10073,B310,U
10074,PV20,U
10075,E1485,U
10076,C68O,U
10077,GALAX,U
10078,B873,U
10079,BE18T,U
10080,TLE9,U
10081,AB752,U
10082,C25BB,U
10083,GALGY,U
10084,DA31,U
10085,BLF4,U
10086,B30M,U
10087,FA450,U
10088,AZIN,U
10089,STRK,U
10090,VE58,U
10091,AT8A,U
10092,BTIW,U
10093,9210,U
10094,SR 22,U
10095,1812,U
10096,H323,U
10097,D,U
10098,B87,U
10099,9A28,U
10100,E1740,U
10101,FL170,U
10102,P50P,U
10103,E514,U
10104,BLF6,U
10105,N77W,U
10106,SN42,U
10107,Q9,U
10108,P10T,U
10109,AR45,U
10110,E315,U
10111,510C,U
10112,SCOUT,U
10113,JL75,U
10114,028BKN066,U
10115,PAY6T,U
10116,0767,U
10117,C20G,U
10118,CRYY2,U
10119,B48,U
10120,B738B,U
10121,68A,U
10122,DHD2,U
10123,FA1X,U
10124,SV3,U
10125,ES45,U
10126,E575L,U
10127,E458,U
10128,B38U,U
10129,ES4S,U
10130,P8L,U
10131,UNKN`UNKN-T,U
10132,CC115,U
10133,C68G,U
10134,A319B,U
10135,504,U
10136,EE75L,U
10137,EC65,U
10138,A35K,U
10139,GLF7,U
10140,A39E,U
10141,C610,U
10142,B78 ,U
10143,HB7489,U
10144,B67,U
10145,SB-20,U
10146,CRJ7 CR,U
10147,CESNA,U
10148,MULTPILE,U
10149,782,U
10150,AS40,U
10151,PY6T,U
10152,C68-,U
10153,C48A,U
10154,A21W,U
10155,A232,U
10156,BE9H,U
10157,C1172,U
10158,V753,U
10159,C25CA,U
10160,CRHJ,U
10161,AA%,U
10162,B737BCLEAR,U
10163,B7738,U
10164,EJ31,U
